Month,Income,Food,Travel,Rent,Shopping,Bills,Entertainment,Total_Expense,Savings
Apr,23811,2080,5920,20457,1317,668,1102,31544,-7733
May,98883,4134,1107,12227,10792,3588,4255,36103,62780
Aug,51276,11991,6174,13421,1710,2552,4569,40417,10859
Mar,74145,2257,3925,19207,9642,4465,5834,45330,28815
Jul,66619,2184,6388,18954,11073,3708,1487,43794,22825
Jun,90678,8841,5832,17672,2743,1685,4736,41509,49169
Dec,46714,2122,7856,25638,2323,3227,2815,43981,2733
Jan,75685,10056,7286,14015,3680,4009,4734,43780,31905
Jul,32194,9263,2894,7518,5237,4977,3618,33507,-1313
Jul,93062,6700,3359,25051,4051,3926,1583,44670,48392
Dec,84037,8658,5396,15015,5664,2213,3108,40054,43983
Jan,39362,5514,1660,14296,11543,3012,2087,38112,1250
Sep,74499,7633,5649,22425,3704,3761,1584,44756,29743
Jun,66281,8077,6789,26496,6675,3178,2249,53464,12817
Dec,82813,3394,2347,5707,7787,781,3666,23682,59131
Feb,64852,4352,4557,28842,3640,929,2155,44475,20377
May,67836,13411,1991,22767,8376,3128,4046,53719,14117
Nov,24595,11500,2521,22686,9138,4848,539,51232,-26637
Apr,35402,7961,5098,12118,6362,3712,5965,41216,-5814
Jul,85283,5944,7442,16213,1694,3445,1850,36588,48695
Aug,62723,12133,3515,20501,5253,2817,2494,46713,16010
Nov,71322,8405,5810,13868,11385,4484,2953,46905,24417
Nov,66764,2490,5066,23948,9531,3932,1243,46210,20554
Jan,44911,3054,3237,14755,2768,3163,3782,30759,14152
May,39405,2701,5964,6260,9283,1435,4633,30276,9129
Mar,78122,4934,2548,24587,1171,2842,2864,38946,39176
Jan,23447,7387,4705,15545,3749,2188,1606,35180,-11733
Dec,73143,8037,6469,5357,4102,1382,3927,29274,43869
Mar,82906,6695,4454,26788,1620,3019,1129,43705,39201
Jun,30662,11326,1393,10412,6214,1316,5410,36071,-5409
Jul,83001,10271,6365,8234,10180,3732,5134,43916,39085
Aug,78282,11027,1587,29467,1076,4366,2756,50279,28003
Nov,24899,10843,5351,21802,3198,3346,4485,49025,-24126
Apr,48582,2416,4648,29290,5237,1177,991,43759,4823
Mar,87471,7566,2809,26971,9422,2754,5179,54701,32770
May,62213,7173,4100,25339,7027,3483,4653,51775,10438
Sep,95871,7999,5921,6593,11367,2989,1982,36851,59020
Jun,94081,13872,6624,9602,6855,2814,2449,42216,51865
Sep,57830,5866,6587,18969,3544,2946,2943,40855,16975
Jun,27066,10937,3433,14577,3857,2388,5993,41185,-14119
Feb,30712,4002,2781,17599,2553,2220,3633,32788,-2076
May,85365,2239,572,15943,7274,2403,4017,32448,52917
Dec,50806,13085,1880,5244,11857,723,2634,35423,15383
Nov,32210,3944,5546,9572,4740,1434,2361,27597,4613
Sep,56972,8561,6222,21998,10153,1812,1110,49856,7116
Aug,54136,11047,983,21250,2627,1808,1647,39362,14774
Jul,64297,13707,1529,21633,11159,725,5241,53994,10303
Jan,35945,12838,4281,16285,2074,699,2830,39007,-3062
Apr,62477,7867,5472,11620,4204,4606,3061,36830,25647
Dec,99180,5194,4279,10869,2028,3384,1328,27082,72098
Jul,90453,14707,6601,10971,1647,2824,2195,38945,51508
Nov,97413,9733,2331,21894,6303,4493,2704,47458,49955
Jul,33224,8359,5454,18957,4162,4433,2773,44138,-10914
Jun,23052,9587,2520,10968,1902,2097,3380,30454,-7402
Aug,47272,6804,6453,26253,5067,504,3965,49046,-1774
Nov,61150,12790,6780,28889,10695,779,765,60698,452
Jun,37316,3353,1278,12647,6076,3519,1789,28662,8654
Oct,73389,12227,3975,21457,3897,2864,4120,48540,24849
Mar,83332,4880,5223,14000,10537,626,5907,41173,42159
Apr,27240,2679,7198,24262,6562,4899,5911,51511,-24271
Mar,88774,10678,7386,10141,9173,3296,3891,44565,44209
Jan,63175,5620,7213,7126,9681,3749,972,34361,28814
Oct,20565,13842,3777,23588,6252,4401,5692,57552,-36987
May,91094,14910,909,11470,8851,4201,3075,43416,47678
Jan,36375,11630,1559,20473,9617,982,2396,46657,-10282
Jan,45710,6314,6873,21161,8228,3539,3654,49769,-4059
Feb,69895,8864,7894,25063,6681,4910,1389,54801,15094
Apr,96639,3484,2809,29473,6595,2007,3999,48367,48272
Jun,35174,2690,5750,17908,8390,3668,2111,40517,-5343
Aug,47597,10083,2100,16850,11923,1438,4976,47370,227
Mar,94289,8125,5487,5984,4991,516,685,25788,68501
Jan,58397,11204,5043,22682,10599,4874,5624,60026,-1629
Mar,91854,8668,2733,28932,7462,4442,4505,56742,35112
Dec,53069,14734,2152,12187,7368,3213,3833,43487,9582
Mar,60274,4347,7853,25339,9614,4385,2726,54264,6010
May,94237,5708,1797,15845,10406,4117,3713,41586,52651
Nov,92498,14662,6282,10713,4942,1533,4515,42647,49851
Dec,58197,8376,851,25071,2800,2311,1791,41200,16997
Dec,68634,9930,6032,19083,11261,2507,3173,51986,16648
Apr,50041,12114,3722,20519,3377,4696,3017,47445,2596
Apr,27248,2637,2931,16138,8323,969,5600,36598,-9350
Sep,22203,7866,7703,24429,3103,1824,4263,49188,-26985
Jul,71986,8793,6969,28100,2271,3777,3548,53458,18528
Apr,45370,5008,964,7085,6020,2124,5687,26888,18482
Mar,55247,9216,3013,11533,1434,1735,2654,29585,25662
Jun,95922,12425,3666,21183,4598,618,3602,46092,49830
Mar,20434,9372,5753,7727,4771,2383,4118,34124,-13690
Jun,82982,12317,2709,5376,9726,2504,4343,36975,46007
Nov,85180,7600,1055,11992,9572,1287,1020,32526,52654
Nov,54474,13649,799,19185,3150,2975,2144,41902,12572
Dec,44644,14481,4366,27084,5124,3267,1154,55476,-10832
Sep,58493,13366,855,9690,6602,1927,541,32981,25512
Jun,23959,13880,5859,24178,6167,742,3411,54237,-30278
Dec,67289,3399,1063,6065,6486,4538,4284,25835,41454
Apr,31143,12526,4509,8682,5049,4413,4451,39630,-8487
May,59593,10003,5388,29021,1546,515,2323,48796,10797
Jun,59115,3505,1522,19793,5422,3282,5443,38967,20148
Nov,42540,7842,7229,22435,10943,2323,5920,56692,-14152
Mar,55481,10441,7393,13820,5824,510,2808,40796,14685
Aug,97097,7320,1690,29464,4115,778,2013,45380,51717
Apr,42578,10727,6783,23757,1218,3442,5266,51193,-8615
Aug,32787,13724,3710,18820,1125,4928,4236,46543,-13756
Oct,92048,8443,2404,28146,10520,3291,1780,54584,37464
Oct,72879,5549,6878,13058,10415,2585,5424,43909,28970
Mar,30596,8952,2536,27852,5180,1606,3638,49764,-19168
Oct,80669,10649,1526,19118,6160,531,719,38703,41966
Jul,39930,4738,755,8974,3770,3625,3894,25756,14174
Nov,67950,5369,2918,11659,10766,1236,4509,36457,31493
Dec,38687,6135,6921,29212,2942,2348,5459,53017,-14330
Sep,72833,9983,3063,9841,5457,3532,4307,36183,36650
Apr,55989,13888,3451,23335,11606,4108,2532,58920,-2931
Aug,50183,5411,6401,19583,2254,4640,2129,40418,9765
Mar,40758,7635,5831,25305,1987,3177,3749,47684,-6926
Jul,21082,6069,7883,8424,8237,793,960,32366,-11284
Mar,65891,8251,769,19733,11040,3696,789,44278,21613
Dec,65810,13579,7119,28109,9111,2071,1635,61624,4186
Jul,66901,5185,6147,19538,8955,3548,3013,46386,20515
Nov,91062,5238,1427,14517,6353,3439,723,31697,59365
Oct,41563,10452,563,22555,10509,4762,2945,51786,-10223
Oct,92008,7737,5055,17508,2371,768,953,34392,57616
Nov,22775,11439,5635,8769,1360,1647,4958,33808,-11033
Nov,35828,13525,7207,25015,9104,3842,2546,61239,-25411
Jun,37974,13514,1542,7310,9549,1379,3222,36516,1458
Feb,42388,4573,5944,7343,8784,558,4598,31800,10588
Nov,38615,8853,5503,8386,9088,2997,5188,40015,-1400
Mar,57886,2125,4688,24451,8729,4391,4375,48759,9127
Jun,42838,11421,5368,7339,3783,716,1190,29817,13021
Apr,60728,13403,1309,5683,1063,4839,5979,32276,28452
Jun,98000,13325,2541,6054,3228,2811,1348,29307,68693
Jan,72798,3306,3588,28595,11826,1233,3886,52434,20364
Oct,92776,4101,2146,23986,4849,3002,5201,43285,49491
Dec,90478,2135,5435,25398,7332,2921,5324,48545,41933
Jan,39622,12569,987,28685,4938,3877,2968,54024,-14402
Mar,33536,9311,7761,5348,2515,873,5745,31553,1983
Aug,87136,3459,3581,21362,9771,611,1928,40712,46424
Aug,25700,6231,2247,6022,7313,3040,2815,27668,-1968
Nov,58839,9656,1248,5503,11523,793,4425,33148,25691
Apr,30248,2812,4337,13277,8786,2969,3115,35296,-5048
Jun,65291,9900,1027,16514,11605,2698,1238,42982,22309
Aug,37177,11043,1667,18576,3158,3768,5725,43937,-6760
Jul,39483,11936,5149,5522,3125,667,5251,31650,7833
Nov,63815,12130,5110,16884,7396,3653,2718,47891,15924
Jul,58533,9568,4041,23892,3283,569,2852,44205,14328
Apr,20026,2870,4972,5017,7236,1925,3739,25759,-5733
Sep,80611,10826,4239,28807,8809,3072,1374,57127,23484
Dec,44660,2668,6304,6268,4105,2154,834,22333,22327
Oct,75103,3293,983,6176,4552,2759,1678,19441,55662
Jun,72253,13280,951,23016,4475,601,1129,43452,28801
Dec,62082,10460,4569,17745,2838,2231,580,38423,23659
Nov,36258,11052,6155,16961,9413,1861,1409,46851,-10593
Mar,35389,10673,7430,8613,9053,832,949,37550,-2161
May,47685,13482,5694,21498,1895,2752,3570,48891,-1206
May,79220,5390,7707,13944,6609,4824,3470,41944,37276
May,47195,11453,4897,11590,6913,3760,5929,44542,2653
Aug,41797,12524,6171,23784,4411,1622,4578,53090,-11293
Sep,91310,10294,3633,11768,4008,2457,2479,34639,56671
Sep,86332,13986,2273,23972,10176,2459,5275,58141,28191
Jun,82907,7549,6122,5321,10824,959,3895,34670,48237
Jun,27188,6887,1498,12626,4670,1717,1229,28627,-1439
Sep,43696,6334,7912,17513,3890,1430,3799,40878,2818
Apr,22024,12884,2565,22217,11235,810,3511,53222,-31198
Jun,93202,7684,897,13403,7285,3389,3520,36178,57024
Apr,55985,13863,5602,14448,2408,2258,1513,40092,15893
Nov,26584,11073,7237,21542,4872,4841,5275,54840,-28256
Jan,47044,8750,6832,7619,5677,971,1820,31669,15375
Jul,25285,4235,2303,6347,10527,4917,3764,32093,-6808
Oct,83115,6983,2651,8164,8446,4736,5108,36088,47027
Nov,27370,9752,2446,18559,7489,3680,5628,47554,-20184
Dec,37903,13226,4217,28197,4458,2860,5182,58140,-20237
Jun,52499,7019,3915,5910,5397,1644,5443,29328,23171
Sep,42995,10041,1894,12166,6883,598,3408,34990,8005
Jul,55200,4577,4628,7451,9088,4149,3543,33436,21764
Jul,90402,2675,7392,16995,8406,993,2690,39151,51251
Feb,33566,4439,2921,5403,4600,2657,2741,22761,10805
Dec,57822,11873,4419,15033,8071,2677,3069,45142,12680
Nov,71222,7587,7845,23074,6468,1923,4004,50901,20321
Sep,70668,7945,3583,8485,6007,1005,5649,32674,37994
Oct,83853,11468,3288,18751,10567,4805,1802,50681,33172
Sep,74643,6767,2344,14448,7297,860,1289,33005,41638
Jun,42333,9004,2304,25672,10725,653,5661,54019,-11686
Mar,35958,9728,1389,18410,11144,1032,3799,45502,-9544
Jan,72442,13439,3003,19262,5690,2511,2464,46369,26073
Apr,40954,8609,2393,14834,6686,2857,916,36295,4659
Mar,95174,6934,2166,29500,4496,3283,3772,50151,45023
Dec,29675,5648,4844,21906,4472,2469,1844,41183,-11508
Jan,51661,9131,7091,25829,8226,2847,3237,56361,-4700
Mar,84289,3312,3565,27843,10357,4936,2915,52928,31361
Apr,37184,11265,5575,28470,5561,1134,3145,55150,-17966
Aug,67963,6099,4141,6944,8614,3101,3107,32006,35957
Sep,45822,3654,3575,24955,3358,1692,1304,38538,7284
Mar,82303,13939,1759,6560,11342,1236,3265,38101,44202
Jun,96465,14280,2720,9747,11267,2936,2452,43402,53063
Oct,25267,12085,5941,12154,11373,1708,3897,47158,-21891
Nov,72647,8018,2918,19089,9250,2558,5418,47251,25396
May,82814,3285,6167,21976,8257,1107,2463,43255,39559
Jun,56025,9852,3338,17085,7213,3565,4905,45958,10067
Apr,97605,10726,3296,10327,11150,4249,5298,45046,52559
Oct,20981,9046,1286,22139,9376,4826,5980,52653,-31672
Jun,63436,13639,3867,5496,8605,2537,3075,37219,26217
Jul,38472,7180,5435,18060,3619,2685,3874,40853,-2381
Sep,39336,3379,2947,20656,10872,1496,5292,44642,-5306
Oct,45587,2645,3629,23805,1577,3078,4213,38947,6640
Jul,97192,10215,2398,6598,6243,1679,4248,31381,65811
Jun,73013,7412,7191,9127,9262,2420,1104,36516,36497
Jan,29665,6652,5003,18123,1555,3731,3850,38914,-9249
Feb,47097,8834,7284,28400,1851,1832,4296,52497,-5400
Jan,72474,6451,4084,10551,10410,3244,3200,37940,34534
Sep,91973,8103,4659,8590,4640,2760,2150,30902,61071
Oct,45185,9084,7217,17973,2912,3998,4916,46100,-915
Oct,95911,14862,4449,21845,3730,3913,4048,52847,43064
Sep,50484,6124,2967,9966,6419,705,803,26984,23500
Jul,65610,2364,2693,20319,3365,2309,1018,32068,33542
Feb,70807,4655,7939,29943,8538,1399,5522,57996,12811
Jun,70907,10600,516,16515,1266,1247,4530,34674,36233
Nov,77389,9433,6741,21549,4916,3129,1440,47208,30181
Apr,45835,3314,7095,6728,8328,2942,3378,31785,14050
Jan,73790,7272,3522,29080,10592,4932,579,55977,17813
Jan,96960,2218,5493,9697,3326,2261,5903,28898,68062
Dec,29643,6703,5611,20730,3801,4874,602,42321,-12678
May,95846,7131,1766,16366,6552,2796,1228,35839,60007
Dec,38951,3539,978,23557,3034,2231,4737,38076,875
Feb,35233,5433,4796,5037,8453,4498,2950,31167,4066
Apr,33200,3602,4477,25827,1984,3459,1455,40804,-7604
Jan,72275,4704,6568,12486,5099,1438,4160,34455,37820
Apr,96068,7064,4044,7021,7463,2664,5365,33621,62447
Nov,41291,5648,4774,11880,2075,3373,5414,33164,8127
Jun,62448,3105,7151,9521,2023,1950,1239,24989,37459
Oct,50580,7736,5048,13839,4897,1703,4757,37980,12600
Apr,41346,7812,6913,8302,7970,2372,1093,34462,6884
Jan,30619,13603,7901,13511,9471,4991,4049,53526,-22907
Jul,21766,4488,985,25991,2111,3524,1062,38161,-16395
Feb,23549,10808,4588,11368,10375,2555,5510,45204,-21655
Sep,38693,14513,6619,15745,6080,2691,2199,47847,-9154
Mar,82019,4418,5173,14914,8981,2178,1224,36888,45131
Aug,68328,2027,837,14948,3075,4882,1933,27702,40626
Aug,97701,13247,1360,16870,4942,3037,1842,41298,56403
Mar,45301,10207,7400,10873,1271,2165,2395,34311,10990
Apr,64763,13540,7400,12498,10315,4626,4983,53362,11401
Feb,40765,10524,2503,28556,10419,3511,4600,60113,-19348
Apr,64787,14770,1971,10635,1189,743,2782,32090,32697
Nov,27425,9977,7227,25231,9737,639,874,53685,-26260
Nov,32857,6661,2542,5764,11533,2948,2822,32270,587
Nov,72771,12353,3928,27690,5014,1224,1894,52103,20668
Sep,42444,12277,3620,22036,9142,2064,5508,54647,-12203
Feb,61457,6549,2019,17272,5943,4759,4373,40915,20542
Dec,99741,5953,6989,28428,5866,603,2055,49894,49847
Dec,20704,12981,1201,20143,1768,4547,1423,42063,-21359
Mar,25452,6261,4888,16794,11923,562,1340,41768,-16316
Nov,58862,10123,4535,15321,6166,2562,2230,40937,17925
Nov,81471,12444,4244,25348,10202,4369,4572,61179,20292
Apr,89217,6973,1673,25995,8589,4065,5223,52518,36699
May,38300,10436,2105,27143,5798,2726,2551,50759,-12459
Jan,29566,12086,6164,29762,1464,2046,4410,55932,-26366
Jul,27501,3356,7439,5145,3600,4572,2047,26159,1342
Oct,21845,11134,2379,10101,1916,4146,4478,34154,-12309
Jul,59181,5467,5617,9247,10644,2290,2953,36218,22963
Sep,77263,8964,5879,14578,7126,629,1936,39112,38151
Apr,98766,9067,3893,9188,8151,3515,3760,37574,61192
Jun,83038,13384,2624,15779,1065,1426,2864,37142,45896
Nov,54404,3745,5729,7696,11794,2480,5114,36558,17846
Feb,42564,14697,7460,13240,10917,2225,1423,49962,-7398
Dec,77435,12549,5491,19190,10691,2319,1950,52190,25245
Dec,38227,5879,7294,24713,2904,2707,2045,45542,-7315
Apr,67475,5777,5142,16781,8193,3788,5286,44967,22508
Feb,37215,4115,1946,15780,5571,3395,5567,36374,841
Oct,91074,8257,7037,24865,7716,2256,5568,55699,35375
May,41699,4267,3806,9641,10078,3037,4313,35142,6557
Jul,32454,4267,3901,10559,7973,2827,3404,32931,-477
Jan,68217,11688,4283,6260,4808,2628,2758,32425,35792
Oct,41711,12988,2872,22033,8565,3696,4364,54518,-12807
Oct,35059,9086,650,16631,8861,2717,5042,42987,-7928
Jul,68398,6481,2159,8048,2960,4153,569,24370,44028
Oct,21286,9465,6639,7023,3747,3661,1824,32359,-11073
Jun,54297,2929,1378,25654,1043,2927,3639,37570,16727
Jun,46485,9773,7699,26717,4842,4759,2829,56619,-10134
Dec,79967,5324,2819,7074,5705,914,5773,27609,52358
Aug,74583,14692,3383,27421,2888,4594,867,53845,20738
Aug,71630,6587,6441,17434,4898,4750,2383,42493,29137
Jun,47086,2356,4495,18155,6883,2335,5808,40032,7054
Mar,36484,6310,2915,7312,9911,2568,2588,31604,4880
May,88623,6064,2015,8474,1690,3370,1184,22797,65826
Feb,79263,7499,3887,19171,11137,1522,5576,48792,30471
May,38675,5841,1089,8260,7842,898,2273,26203,12472
Sep,80664,14122,1087,26222,9301,3477,4213,58422,22242
Oct,44680,11018,3119,21341,5558,3419,3064,47519,-2839
Jan,37077,7333,5987,10618,9706,4470,4441,42555,-5478
Oct,58174,8671,6723,17997,8720,628,3701,46440,11734
May,96968,9059,6505,6350,9828,2032,2420,36194,60774
Dec,23491,2665,1695,14285,4328,1550,1187,25710,-2219
Jun,66126,8853,4853,11048,6312,3452,3593,38111,28015
Nov,23392,12220,2826,29315,1626,843,2588,49418,-26026
Jul,82257,13883,7147,13141,1069,1924,652,37816,44441
Sep,87804,12774,6352,16288,11698,1103,5153,53368,34436
Jun,58400,2553,3105,28707,8549,2090,4528,49532,8868
May,56551,10519,3038,27161,6613,4751,1570,53652,2899
Dec,48088,9045,6204,6854,11042,2648,4290,40083,8005
Jul,45465,11380,1065,23650,5319,1247,4598,47259,-1794
Jan,68155,9283,2256,21944,6961,999,5371,46814,21341
Nov,25969,2149,4575,12546,4977,3856,1559,29662,-3693
May,28981,14944,1860,26371,8500,885,3358,55918,-26937
Feb,41032,4853,3068,20553,9059,4733,4591,46857,-5825
Apr,74091,12128,2873,12207,7784,4843,4838,44673,29418
Jul,44408,14580,1695,11486,2634,2235,4321,36951,7457
May,44241,4736,2631,23767,3543,3057,1941,39675,4566
Dec,67940,2956,3388,11147,8353,1678,2766,30288,37652
Jun,71105,13440,6143,15017,1768,1379,2748,40495,30610
Feb,81050,7180,6100,20094,6764,2005,4989,47132,33918
Mar,23657,10607,2067,12664,3603,1506,1100,31547,-7890
Jul,41230,13646,3910,19573,1991,4157,1335,44612,-3382
Nov,38680,4645,2867,6683,10920,2805,899,28819,9861
Feb,62340,5774,6947,14390,11220,772,2828,41931,20409
Dec,55950,7013,3843,6009,10721,3395,1507,32488,23462
Jun,98515,2084,7333,20820,1488,3595,1266,36586,61929
May,27867,3935,7781,14899,9179,3372,932,40098,-12231
Oct,98542,11608,7050,23656,5152,2106,899,50471,48071
Jan,24329,11262,3597,7612,1511,2947,5621,32550,-8221
Dec,55865,13604,1760,28808,11343,3351,828,59694,-3829
Nov,86940,11713,1833,12226,11796,1824,5230,44622,42318
Oct,57869,8749,7327,27447,11299,2557,2271,59650,-1781
Nov,86905,3501,4828,9341,6697,4402,2112,30881,56024
Apr,86252,14283,7665,22926,1734,3622,4673,54903,31349
Nov,99386,8569,5144,22621,6678,3266,4927,51205,48181
Feb,21711,4473,3836,16167,4309,2654,4745,36184,-14473
Apr,45801,2735,3584,10709,9562,2229,2504,31323,14478
Jan,73270,4838,7139,18240,11265,3222,3510,48214,25056
Feb,91622,4562,3887,7263,5701,3394,4745,29552,62070
Aug,75535,5906,5213,21666,11493,3863,2108,50249,25286
Jun,96759,3272,7491,12998,11022,2340,3618,40741,56018
Feb,36220,6836,5601,21315,2859,2461,861,39933,-3713
Dec,33392,3862,2931,12740,8719,4924,2216,35392,-2000
Jun,22246,6226,1516,15812,1916,3175,2921,31566,-9320
Oct,40010,11955,1141,24670,7909,2439,4690,52804,-12794
Sep,88358,14610,4562,19228,8264,513,3961,51138,37220
Jul,37234,11014,815,29747,7681,3558,4481,57296,-20062
Sep,69451,2542,2803,18532,3662,1245,2629,31413,38038
May,95205,8209,940,6882,11826,2510,5228,35595,59610
Jul,41784,4765,1638,11187,5692,3113,2960,29355,12429
Nov,49672,9268,6942,23659,10429,3446,2550,56294,-6622
Jul,21082,12270,1414,19652,11352,3682,4608,52978,-31896
Dec,31148,2884,5743,28258,2335,3986,4759,47965,-16817
Dec,47494,14478,2803,28886,11808,4578,5212,67765,-20271
Mar,95093,5649,7294,13792,6050,2407,1868,37060,58033
Jul,71952,14702,6337,25174,1761,4491,4761,57226,14726
Jan,56719,8890,4642,23407,11892,2147,3646,54624,2095
Sep,68737,5571,6348,21850,3131,3163,1160,41223,27514
Oct,79453,5933,6450,8950,5814,2382,5742,35271,44182
Jun,59536,7856,7546,8889,11145,828,5062,41326,18210
May,70604,5666,7106,23976,10140,4867,1015,52770,17834
Jul,70833,11913,3921,28016,1301,4770,1219,51140,19693
May,34039,10566,5742,14211,8740,2705,671,42635,-8596
Oct,87839,2557,2578,27742,11780,2187,1969,48813,39026
May,67931,11472,6603,22931,4694,4829,1673,52202,15729
Nov,59925,13615,4650,28553,3701,4736,5166,60421,-496
Oct,71003,8040,2700,26133,10667,2666,5400,55606,15397
Nov,68897,3128,5051,18089,9805,881,1674,38628,30269
Jul,62287,3360,6929,20566,7214,4092,4244,46405,15882
Oct,53012,13789,535,9436,6644,1933,4708,37045,15967
Jul,61783,7420,1317,22087,6520,4644,5851,47839,13944
Nov,88315,11292,6529,27934,1668,4381,2441,54245,34070
Mar,66491,11726,6416,13497,3128,3941,4531,43239,23252
Mar,78584,7349,2446,12636,7738,3904,1897,35970,42614
Oct,32803,4625,4456,16979,1217,4744,4521,36542,-3739
Dec,69625,14319,4851,14065,9940,2704,1197,47076,22549
Mar,33698,11823,2725,6581,5220,2699,2274,31322,2376
Jun,54560,2057,3825,8957,9392,4032,5866,34129,20431
Dec,35376,11319,1007,9590,3621,4971,3711,34219,1157
Jun,33117,10503,4245,24716,6139,3229,3973,52805,-19688
Mar,76381,13909,4616,19913,1721,1095,4563,45817,30564
Mar,57956,7848,4377,23069,10143,4410,3254,53101,4855
Aug,68786,12193,6718,14797,2881,3996,4951,45536,23250
Aug,86480,4737,5314,12531,11419,3619,4834,42454,44026
Jul,51695,7493,959,18825,2432,4300,3553,37562,14133
Oct,21511,5877,6603,11911,6181,3136,5108,38816,-17305
Apr,73233,4282,5797,10731,3320,3570,3180,30880,42353
Apr,42502,8786,1905,22279,7950,3323,5619,49862,-7360
Mar,70010,13375,4595,19790,10968,1992,4103,54823,15187
May,93905,7508,5656,18455,8177,3816,3844,47456,46449
Mar,66489,3431,6590,16455,9890,4402,5796,46564,19925
Aug,51949,13317,7787,29416,1621,2809,1929,56879,-4930
Jul,88376,14526,2536,17045,11779,4360,2661,52907,35469
Mar,99587,3775,6534,23730,1459,3713,5524,44735,54852
Sep,87310,11510,3177,8531,10276,3796,526,37816,49494
Dec,98798,6207,6644,15666,8225,4092,4271,45105,53693
May,89407,13351,2244,23245,9491,2023,1941,52295,37112
Sep,93809,11520,3483,9852,11736,4055,5187,45833,47976
Jul,37229,6385,2858,21414,10467,4759,2727,48610,-11381
Jul,47385,8351,1731,19281,10622,1474,1066,42525,4860
Jun,62176,5974,1677,20770,9141,2170,746,40478,21698
Feb,23260,7905,1261,19387,6375,4729,2023,41680,-18420
Sep,23145,6677,5278,21626,4452,4394,2864,45291,-22146
Jun,27802,6465,6958,28302,8312,3303,5852,59192,-31390
Aug,22263,10411,2854,17973,11580,2031,5554,50403,-28140
Jan,46913,5302,6123,18923,6925,4316,4465,46054,859
May,77788,8945,5214,10511,2821,2712,4192,34395,43393
Dec,28155,13058,4226,10508,7431,4579,5581,45383,-17228
