Month,Income,Food,Travel,Rent,Shopping,Bills,Entertainment
Apr,30796,2376,6492,24411,10548,4061,5476
Oct,23881,14078,3447,8124,4092,2139,4160
Oct,35668,2089,2815,23137,8061,2893,4018
Sep,54312,13047,4397,13186,2673,3470,5578
Aug,48106,11257,6738,10099,10280,3184,1494
Mar,35729,8066,4990,25719,7002,2730,2236
Sep,90320,11250,5464,24669,11152,3898,2122
May,74913,13251,2911,13552,8308,4137,3127
Nov,77026,14264,7982,16627,7659,1313,2453
Mar,79402,12792,616,22235,1499,4247,5208
May,57282,14411,2711,22243,1325,1395,3992
Oct,94638,12296,3424,17988,7033,1160,2425
Apr,58218,13045,3337,6350,1887,3349,672
Aug,37950,7575,1076,17276,10187,2925,1692
Dec,79739,4655,6949,16739,4673,1610,1626
May,24507,3515,1271,26302,8935,4245,727
Oct,66303,5017,699,10730,1928,1658,4143
Dec,99059,9811,2255,17384,5403,2637,2486
Aug,44667,9343,679,5326,6426,2340,4228
Sep,23992,14339,2905,7120,11114,2410,1734
Apr,93563,3573,7383,5993,8990,4164,5728
Jul,45530,7597,3823,26759,10846,3410,4266
Feb,35305,12728,7966,23150,1624,1242,5116
Jun,72129,5926,6639,17620,5344,3660,4215
Aug,72044,12244,6492,20778,3371,1816,5021
Dec,78817,5796,7073,23348,5699,4305,2621
Jul,66666,10823,7671,27985,9250,1540,842
Jul,46173,12053,5248,7781,6116,2231,4966
Aug,38909,14144,5273,12019,11508,2155,3431
Jul,83967,3232,2801,7905,7237,2067,4817
May,51007,4264,3488,13290,10469,2310,5235
Jul,32985,4047,6284,20260,9878,2828,1858
Oct,42525,2535,2102,21627,8627,3516,2921
Mar,57403,9884,1619,25421,5610,1994,5626
May,57193,13725,2714,12938,1532,1104,5332
Jul,23830,8881,7998,10494,5497,977,5735
Sep,76144,9378,5560,7709,4852,641,3674
Feb,20533,5097,2411,17654,4404,2598,1237
Apr,40946,11467,3401,21369,3768,3070,5160
Dec,43504,5073,1585,16418,3655,4526,1526
Jul,75715,3025,673,29085,3140,1786,5139
Jan,48255,4051,5872,18769,8724,1709,1603
Feb,76441,5621,4032,12795,1573,1307,3183
Sep,56855,6563,5219,28472,2565,2628,5444
Oct,61721,10392,1738,21082,10997,4305,895
Jul,61850,6403,3810,22431,1436,1473,3439
Dec,54723,5323,7058,25762,11695,3438,4984
Oct,55739,5358,5334,14507,11654,585,3831
Jul,25539,8141,4313,14578,4589,2296,5931
Jun,93029,7017,4316,27928,2398,1807,2034
Mar,84509,8435,5270,11711,10746,959,544
Oct,41311,9321,6769,28605,8691,3008,2479
Mar,89180,4971,7584,20979,11943,1644,2364
Feb,55934,10777,6896,20049,4266,4388,2307
Nov,29511,5345,2473,29997,7408,3760,2774
Jun,20183,14046,4282,28376,11885,1909,4944
Apr,29475,7816,2744,13062,4497,4766,2660
May,83130,6604,2157,20833,5956,1853,3601
Mar,79577,5424,912,25185,2974,4630,2823
Jun,46008,6100,6075,26746,10058,1724,3933
Nov,96868,10551,7419,26857,10245,1691,5321
Dec,67941,13861,7721,14603,6410,2032,4007
Mar,62756,14501,3910,16441,8742,2416,1303
Aug,90258,5477,4592,9570,3534,3817,2569
Sep,47912,9182,1882,23836,8573,1747,4980
Apr,70659,9440,7818,23467,9219,3117,5640
Sep,66840,6658,1623,17845,4217,2525,990
Dec,58623,4812,4829,16870,3335,4011,1979
Jul,83303,2044,5681,14542,5676,4192,3435
Mar,66062,12942,4512,26547,7395,3983,2203
Jul,76690,2633,2743,9833,8329,3823,4816
Jan,97582,11402,3089,11801,3157,2438,4165
Mar,43634,11941,2278,8340,3691,1515,2512
Jun,24090,8804,1629,15764,7541,3083,5186
Apr,65266,13433,6938,17312,4342,1427,5408
Jul,50008,4768,1144,8844,2555,2011,3730
Mar,78704,10785,4022,5639,1275,2237,642
Jan,82866,11616,2057,16420,3736,3538,2349
Sep,28382,9875,6799,20211,10539,2221,4520
Jun,67774,3926,5001,18496,4089,3266,544
Aug,94570,2856,7539,29480,8578,3919,950
Mar,94062,7988,3273,13151,8968,3325,1759
Aug,66698,10743,3285,13377,3172,4921,1503
Feb,21110,9847,7440,10400,1152,3234,5277
Dec,20386,6138,2206,20945,2604,718,5913
Apr,78513,13080,3101,22702,7801,1021,3851
Mar,67801,6274,4143,13719,8724,904,2496
Oct,91857,11672,874,8259,11259,1079,4174
Jan,51566,2606,2112,8483,2826,2354,3988
Jul,52521,10863,954,24403,9438,4921,5388
Nov,43798,13507,4797,26163,6509,4197,4153
Oct,33565,7022,6351,14759,2370,2335,3532
Feb,43027,2016,1975,15226,6322,657,1994
Apr,25631,7734,7854,19172,6128,3675,1572
Sep,76878,4873,1353,22708,6811,2121,4612
Jun,65206,9765,1223,9404,2691,4177,4744
Aug,78582,12786,1891,14404,7674,1305,2078
Feb,78334,7149,2887,10937,11342,1805,1735
Jul,92323,7311,761,6434,11836,2694,2239
Jun,73619,4484,1042,13729,4390,1013,1515
Sep,46875,8322,1050,28938,3398,1003,5312
Jul,44514,10807,5925,9953,11473,3139,3465
Jan,42580,8777,6465,14766,10862,1265,2059
Aug,24288,5205,4297,13384,1036,736,2068
Nov,26734,13041,1137,25653,2627,4991,2486
Oct,59008,6407,664,18507,3339,2504,2010
Mar,69349,5807,3305,12378,7160,2299,5075
Feb,27814,12264,1120,15005,2371,3887,4356
Dec,63154,10716,7755,17987,1676,4499,2211
Mar,27851,5173,1723,7437,6072,1946,4639
Nov,21600,3473,3842,16571,1252,631,4027
Jun,76614,12617,550,9552,3864,4175,5470
Mar,92402,13466,988,22738,2616,2534,4368
Oct,23692,5338,6841,21085,11208,4713,5631
May,78027,12199,5642,24784,3231,2544,4951
Jun,40373,6557,1164,28580,7433,4934,5069
Aug,82805,4412,1746,8754,1760,1958,4169
Jul,34507,4151,6561,11265,4286,2522,4144
Nov,82931,5182,5840,16721,7301,2448,2660
Aug,95499,10619,3210,21542,8066,2120,2001
Mar,91642,10162,4861,11741,7834,4313,1314
Apr,92869,6564,4668,6837,1392,2661,5686
Jun,59423,3014,4452,25995,9622,4901,4565
Nov,86600,3604,6720,22409,1996,2257,3825
Jul,61848,2869,3091,29196,8148,4650,4996
Sep,26820,8913,1380,28630,10283,1023,1823
Jan,28512,4727,934,22042,2100,2981,504
Aug,56725,4852,6624,22061,9293,4785,4017
Aug,71534,11077,5684,25430,11891,4984,1758
Jun,59776,4608,2484,25205,10084,845,2534
Apr,80945,3273,4952,7375,3260,2812,699
Mar,67455,9649,5531,21659,10980,2198,2205
Nov,72433,14618,4613,11859,3180,640,4441
Mar,29711,3955,7319,17739,6316,4834,4431
Jun,79262,10778,4370,6588,2780,1621,2568
Aug,29597,10392,6185,25965,7433,3383,4258
Jul,80067,6549,3122,17854,10471,1534,3645
Nov,68022,13809,2292,5245,5008,4773,3343
Jan,38782,11017,3298,14080,8373,1482,2696
Nov,71782,10302,5591,15403,4286,2944,1124
Jun,92144,10100,4012,28054,11873,3960,2633
Jul,75013,4911,5628,13192,5517,3084,5721
Dec,92036,14091,1993,7184,3628,2813,3078
Jul,55342,11099,3179,17438,1538,1656,1191
Sep,40977,7868,2125,8251,2780,2077,3097
Nov,77396,7663,2919,21281,7605,3532,1313
Nov,70021,13907,3517,10863,3348,1807,2127
Oct,89057,13881,2347,24435,6407,4734,5116
May,86836,2554,3746,14702,8169,4664,4092
Jan,47075,12095,2038,8771,2960,3352,3080
Feb,50802,10298,5749,18536,4091,2724,4432
Apr,97761,5336,1816,14320,8097,3944,795
May,97017,8369,2219,21077,4562,1751,3751
Sep,75822,4534,2450,7419,6081,2171,1654
Nov,71603,4226,6996,18518,5901,1895,4480
Jan,55592,5293,723,12396,3304,1514,1032
Mar,76006,11585,2526,24012,11692,3714,5627
May,46269,12876,2047,12309,3485,1256,1387
Mar,70138,13027,7597,16981,8928,2531,3772
Apr,82398,2166,4278,5685,11637,3120,3425
Mar,39874,12902,7011,7756,9175,2929,2932
Apr,77228,5624,6285,10023,1648,1731,4097
Jan,82670,4347,4223,26219,11461,4524,2920
Dec,27925,3404,2023,17558,8890,534,3735
Aug,23107,8178,5709,23356,4815,4174,5118
Apr,47617,11717,3203,22094,7279,520,1334
Jul,94258,14601,2472,29900,10743,2812,1877
Feb,70075,4774,5691,10085,10494,3971,3980
Feb,42631,11017,5028,10646,3632,956,5106
Jun,82444,11316,5967,26277,8903,3497,711
Feb,27883,10760,5882,19157,11724,4978,1426
Jun,39708,12150,5890,16159,2268,3082,3172
Nov,66221,5739,5104,16991,2773,1562,4532
Feb,37197,12301,5103,23978,8020,2090,844
Apr,41134,10018,1116,22476,4627,2365,3582
Jul,53550,6464,5015,7955,2166,546,4931
Aug,34642,9741,5691,29787,3548,4488,5959
Mar,40439,14381,4669,20741,2550,2153,2201
Sep,44583,9636,6274,21324,3140,544,5200
Feb,99538,10020,3121,17023,6502,4870,4346
Aug,82014,9288,4741,14635,7008,4264,4516
Aug,39523,6094,2593,19932,7422,3532,795
Apr,90543,4930,2264,9143,6846,3882,3248
Jan,96830,2763,3676,12644,4520,4827,4983
Jan,65538,13552,1632,7997,8928,585,1996
Feb,67310,5450,7984,10208,8125,3676,3579
Dec,30908,12339,4716,14946,9812,4772,2067
Sep,77290,5395,4070,24363,6407,2113,5950
Feb,73634,14616,1566,19387,3523,3791,2475
Feb,32699,5719,6559,8605,5767,1087,4632
Jun,86912,6801,2646,21805,9362,1102,4778
Jul,34255,10412,1205,21994,6644,4016,4665
Jul,99183,3861,2858,13637,3419,1756,736
Sep,80282,12806,5833,14152,11971,2661,963
Jun,78249,11213,4034,5130,10608,3535,5737
Aug,58176,2109,4312,7647,7077,2917,4786
Nov,28163,14436,2970,17271,8677,3522,1429
Jun,74210,8549,4567,19709,1938,2619,2386
Feb,91979,14040,3960,19886,5930,2900,4411
Jan,98860,10890,4268,11673,7352,1309,4912
May,41143,7529,7779,15626,7943,3288,1217
Sep,24920,10299,2434,8729,11223,1137,1157
Aug,57996,10580,6478,9431,8611,652,1712
Apr,31748,10616,2819,6024,9064,2933,4321
May,67252,4494,3372,12039,4177,3238,4552
May,83179,13157,5721,21921,11963,638,2770
Jun,26450,12895,709,9591,6351,1225,1257
Mar,72756,12191,5334,24467,6100,4042,3978
May,70235,9732,7436,5507,4796,2865,1730
Feb,20020,7759,5641,8924,3884,518,3473
Oct,29664,13767,3307,13872,10923,1936,2947
Jan,86635,3527,4754,23996,2272,2461,3758
Nov,43225,14245,4462,26260,7407,2954,5979
Jan,88173,4026,5336,25607,2752,2351,2512
Oct,60225,12560,2453,24531,8670,1362,4175
Jul,30807,12958,2890,7193,8430,600,5625
Feb,26402,3855,6019,29466,11148,1092,5593
Apr,24521,10638,4025,20762,2691,4424,582
May,83165,3597,5294,23930,10449,4961,4262
Jul,28382,10401,3714,26445,9623,3009,1900
Feb,35065,2848,6469,9655,6173,2455,1158
Jun,34425,7958,2944,22606,11275,2154,5907
Jan,33111,11843,3083,29134,4905,4927,3372
Jul,60799,12108,640,10019,7046,2188,5650
Sep,73257,5529,7604,8574,7080,1410,1837
May,81177,3918,4835,27107,11490,1681,3724
May,57851,10768,791,11546,7156,3456,5538
Apr,28816,7761,3364,24407,7814,1104,1193
Mar,97853,2688,4677,24664,7684,2870,4827
Sep,22175,10981,3107,19677,3104,2510,1644
May,31341,8306,4436,21210,6099,4635,3756
Aug,83908,7072,3417,21924,10376,702,4027
Sep,45654,3355,2718,18487,1436,742,2352
May,80895,3687,2297,21894,5325,2029,4983
Oct,79696,10541,1476,27546,11591,4240,3179
Sep,77889,12909,1079,19830,8008,3221,1363
Feb,50194,13731,3073,17642,9813,1159,1749
Sep,54837,14713,3089,28086,9826,1212,1718
Nov,88894,14614,6753,21728,2993,4395,5404
Apr,61576,11321,3783,10179,3675,1674,1549
Jun,39727,6350,2299,20023,6861,746,3402
Jun,54579,8501,1961,29467,3340,1230,5132
Jun,36555,8086,4917,11372,10601,4427,5306
Feb,73294,14731,4568,17434,4816,4443,5883
Jul,69777,6208,3447,16561,10020,2060,1994
Jun,25906,8667,1213,17014,3281,1484,2836
Nov,60751,14976,6727,15571,8463,995,867
Jan,89599,2990,7599,23864,6822,3162,911
Feb,94180,12065,2923,13590,9728,2626,3593
Jul,93678,14333,7720,27203,10594,3075,853
Jan,51644,7290,2390,20171,9996,1582,2065
Jan,53521,3376,4067,16598,7682,3253,1838
Jan,31564,11418,5875,18722,10043,3458,5377
Aug,90640,9247,7229,17874,11417,1043,828
Apr,47299,9202,7887,28126,9097,3563,1993
Apr,67958,10755,2178,14486,1555,2402,3329
Feb,76078,8304,2647,28284,9067,4814,1986
Nov,33421,4887,6772,19681,6341,3671,4235
Nov,31202,8681,1417,27022,6043,2650,1237
Nov,62185,9613,2766,27284,11056,1383,5867
Jan,23685,3340,3024,16701,8400,3177,4388
Dec,62637,13929,2306,20372,7029,3302,5790
Oct,38366,9972,4551,10523,7818,4475,5343
Sep,44276,11629,6665,18025,3094,506,2294
Jul,68239,2094,1059,25233,4478,2935,1802
Apr,95214,5296,1128,23161,3930,2045,3168
Dec,44575,7898,3566,29955,11819,2589,4738
Jun,61401,11140,5948,8763,9445,4691,4382
Feb,61230,14840,2411,19756,4520,2793,5571
Jul,99424,4692,4262,18491,1058,4709,4666
Feb,88617,6161,4051,14853,4702,3091,1137
Oct,43021,10126,2308,24442,10913,4925,5062
Aug,29449,5281,2886,7465,3607,4074,3141
Aug,35657,3497,2395,9451,6110,4540,540
Jan,55059,14952,4430,21061,9456,3724,4485
Aug,21532,12923,6822,5015,2707,1740,3446
Feb,70805,9053,7064,9410,3293,4329,1270
Jun,57756,8714,1506,23964,3484,3993,5763
Jan,91880,12935,548,10135,3735,4090,4874
May,94642,9657,2350,20824,11715,1216,3516
Nov,54206,14467,2429,12948,4455,763,4210
Jul,72168,13073,7410,23976,1937,817,557
Oct,95188,10003,6673,9789,1877,2707,4763
Jan,44550,9691,2632,13260,11896,3024,2153
Feb,26389,10106,7432,13602,9738,1140,3737
Jul,55847,2201,2025,12232,3462,1358,581
Jun,99239,3498,6165,16051,5493,4743,4729
Mar,38642,5086,828,29477,7135,1970,2008
Oct,56509,13305,3157,22302,8981,1474,5665
Feb,99417,4590,5029,20182,3215,1785,761
Oct,69237,9125,1087,9835,6726,551,4206
Apr,35414,9860,6306,8343,6947,4853,4614
Mar,83176,7408,6472,23870,9421,1519,2817
Jul,99865,3948,5868,15769,2427,4122,5172
Aug,82059,13796,6471,28257,7287,4843,4302
Feb,69150,5963,3705,21656,2699,2412,3411
Oct,61091,2693,7333,25938,3145,787,1168
Jul,93124,11911,6641,5819,9198,4401,1770
Aug,20903,7363,2098,26676,7958,4608,2234
Jun,74235,14125,4351,7615,5272,3080,4314
Jun,78565,13924,2972,18148,10421,4016,5921
Oct,75342,7887,3317,11069,2823,2049,4519
Jan,62723,12851,5107,10640,4984,3166,5215
Apr,55572,9734,1908,8984,11468,2953,4357
Jan,37610,11913,6007,26274,9822,2067,2399
Apr,54052,7717,6434,12701,9461,4252,5597
Feb,57550,7293,1511,26575,4771,787,2731
Nov,74033,6051,6068,24365,1500,2973,940
May,49011,4291,5159,8039,6606,935,1080
Oct,54764,14391,4898,26319,8939,1489,3821
Sep,73533,4698,6742,15874,6607,4059,875
Nov,44064,13566,4544,21986,3750,2905,4301
Dec,69581,11202,1829,20071,2312,754,2307
Oct,48702,3041,3104,28843,3153,2509,1228
Mar,28631,3557,6685,17129,5736,2334,2937
Aug,90043,3207,7634,28803,1608,4761,4775
Mar,86063,11872,7111,19121,6104,964,2923
Jun,48981,5621,7083,17654,2663,4851,3391
Apr,55764,5352,6970,13447,4294,922,2876
Aug,70513,9455,7212,29076,6924,4793,2468
Nov,86198,3678,2523,7487,2997,2395,2747
Jun,44940,13788,6676,6358,11621,1788,3243
Aug,91792,12937,5007,22073,7022,1848,3356
Jan,48432,13737,6245,13499,11903,1054,2259
Jun,28367,13185,7455,11131,4185,506,5587
Jan,45511,10972,3685,8166,2531,2265,2412
Jan,28573,8752,5103,29984,5216,2591,4172
Aug,35582,2945,4651,5825,8384,3743,4308
Jul,25378,5428,6343,6191,4706,3673,2482
Mar,85296,9973,7996,15326,8259,2157,3177
Jun,33500,9168,3093,19707,5502,1311,5775
Sep,85841,13290,3841,27031,9867,1728,2194
Jul,41881,10739,695,11785,10846,2462,5031
Dec,90233,12399,7056,11813,6004,990,2237
Mar,71542,4984,7280,27025,4544,817,545
Jun,85285,4590,7746,21917,4818,4813,2441
Nov,79547,12366,2290,16059,9087,3048,4839
Apr,82151,3797,6276,27894,8082,2340,655
Mar,27222,12072,1606,6207,4443,1716,3965
Sep,27933,13248,3289,29992,6709,832,1461
Oct,98437,7043,2684,15968,2047,1676,1444
Feb,26940,4257,1038,6237,11645,3100,1778
Jan,79145,4197,5284,9943,10523,3594,1885
Feb,63610,10222,1218,26149,3660,2763,4554
Jul,77520,10803,7576,15292,8930,1566,4419
Oct,24544,6397,4495,26220,11454,3932,2236
Jan,74812,13202,805,20030,8058,3290,3366
Jun,91610,4912,5930,20465,7266,2961,2924
Jul,71500,13994,887,18942,9955,3989,4748
Sep,59618,13004,1224,5459,11559,3169,4338
Aug,45444,10874,6635,13841,9077,2173,3319
Jun,76586,10448,6485,17769,4408,2863,3723
Mar,44789,11131,5510,21503,7301,4468,3150
Aug,21617,8152,3096,26152,8494,4223,739
Jul,23333,9172,7149,15447,2684,4001,3754
Mar,60002,4894,2935,27364,1869,3314,5026
Sep,83620,5185,2840,13509,6123,848,999
Dec,20511,10968,678,27865,11925,2622,4369
Feb,57850,4732,7315,27682,10105,4633,4892
Mar,51786,10923,2403,21134,6875,4017,2730
Feb,94356,7324,2204,24610,8212,711,5678
Jan,56244,12234,3883,21201,7727,4029,4128
Apr,94714,11161,4675,13585,10822,4136,1929
May,87261,9849,7681,23936,1542,4600,1026
Jun,38477,10294,7721,18258,3203,1766,2308
May,66533,3083,5042,26762,3935,647,1710
Jan,54469,7205,5361,8228,1751,2209,4447
Mar,28496,6862,5684,21460,3111,3522,1548
Jan,32270,5070,5991,8410,9612,4490,4894
Nov,96008,13940,7146,5408,11562,3964,5168
May,40724,10563,5165,25476,8276,4336,1654
May,50416,10870,595,19729,10678,3821,1175
Dec,55575,2201,6152,23651,6699,868,3538
Nov,96614,2088,1783,25912,1546,4480,3778
Jun,93108,8299,7228,26958,5961,1970,2785
Aug,37408,12188,747,10773,3557,3593,2739
Oct,39359,14686,6770,25218,2571,3097,1551
Dec,28698,10379,7142,8997,7584,3853,3678
Jan,90392,7171,6689,12307,9645,1802,3794
Apr,59492,14939,1481,14179,3691,3824,5999
Oct,94781,3554,4863,10617,7960,2394,928
Nov,63634,7599,6259,7701,10949,4562,2631
Jan,62864,14874,2065,25096,5774,3024,997
Sep,57355,10421,2641,8907,1059,1588,2784
Nov,57690,13744,1235,18841,10609,1826,4366
Jul,57814,2054,3887,22059,11352,4769,1350
Jul,51645,6366,3159,26311,7211,1783,3159
Dec,92739,6031,6714,18407,2338,3856,3391
May,76630,11315,7236,20323,9658,1602,1558
Jul,68171,5140,948,26733,8001,1567,5539
Dec,41658,10078,6529,27552,11502,1244,2644
Feb,35797,13562,2335,24859,8948,3574,3804
Apr,78799,3552,5215,11816,3471,2990,3072
Jul,72236,9795,1113,21925,9911,2626,2281
Mar,26265,7271,1933,21548,10427,4264,5521
Feb,92134,2115,6734,28476,9754,3362,988
Oct,73494,5613,6128,22368,10174,3578,903
Feb,72268,14610,1376,24045,11527,1382,5369
Jan,46998,12802,3075,25852,5520,3060,5842
May,81339,8372,1633,5617,9101,4334,902
Dec,34306,10551,5370,17105,2730,3274,4157
Jun,84006,10219,1171,29644,5339,576,2301
Jun,67345,5837,7408,10639,8879,3614,683
Sep,31885,5533,7756,16616,9037,3728,5490
Apr,63826,11610,2130,25580,8800,1512,4139
Jan,75597,14231,7939,5000,4047,4785,2016
Jun,27443,13108,3818,17605,10549,1374,4656
May,37084,7831,6643,19958,11567,4857,2208
Oct,24383,7963,860,19844,11954,4056,5585
Jun,54361,3294,7021,29761,6225,2825,4193
Mar,81331,7970,7873,15701,2785,2225,2447
Feb,40529,9550,2892,25822,2962,4488,4741
Jun,78574,13821,4401,19970,8246,2854,2049
Jan,50932,4075,1297,26192,10380,4467,4778
Jul,21908,9366,2283,8079,6965,3154,4910
Jul,50358,13869,7098,28103,3678,3727,4448
Oct,50412,13345,7551,29711,7105,4895,5254
Jul,22928,7207,566,27402,6307,2894,3291
Dec,85158,7817,3534,21766,4123,541,1495
Nov,50632,3778,6177,15878,4143,2348,3356
Oct,52309,14867,7622,22311,3800,2624,1151
Jan,29280,14086,2590,26443,1323,4691,1392
Apr,60449,12690,2776,21944,3202,3366,3336
Jul,46957,14720,6570,6189,7202,2146,2502
Nov,56895,2373,6432,22281,8442,704,1564
Sep,90499,9557,4015,19974,2794,3834,2930
May,41695,12457,733,19216,11440,4159,668
Feb,94893,11323,1722,19125,3342,1154,670
Jul,83123,12034,3044,7368,11167,2862,4189
Oct,45176,3573,7491,9953,4045,1892,1238
Jan,38409,8026,1555,29282,2307,4168,4027
Jul,76967,6444,7931,16237,2455,784,4062
Jun,20987,2787,6756,9380,10154,1840,1817
Jul,74462,3545,5568,23782,10909,1011,1787
Oct,87501,14313,6449,27610,11621,3555,2794
Mar,46015,10561,5054,27127,6391,4624,4743
Mar,86404,6374,3847,17953,3539,4311,4536
Jul,70281,7447,1669,7588,4618,3865,5036
Feb,57146,11894,5976,19815,3378,3578,4957
Jan,68231,11849,4601,11356,10066,2762,2769
Sep,49032,12120,7635,25069,3205,4523,1157
Sep,48305,6055,993,14121,2139,714,4703
Jul,74306,2606,3679,19695,4591,3741,5834
Jul,38318,4576,4343,25693,5714,2768,3701
Mar,33246,8569,6714,25783,5714,3831,1075
Oct,53844,6124,5534,24610,11865,2808,799
Feb,52602,7051,1863,6403,10737,2337,4006
Nov,41584,2322,7317,13391,5667,1065,2392
Jul,35169,12068,7767,7285,9457,4191,5981
Sep,45968,2583,3898,13862,9293,4398,723
Jan,26385,7389,1556,6728,8854,1300,4148
Apr,93758,13001,642,16430,11948,1778,5993
Jun,45444,10847,3815,6249,8158,1801,3241
Jul,82497,6881,5331,5878,4973,4130,5727
Oct,25362,10414,3273,16543,10726,4004,5970
Jul,28250,4122,6299,23907,3269,1491,2358
Oct,88354,9699,2384,21881,3483,3025,4194
Feb,56368,9796,2764,21092,2213,2929,2797
Apr,64109,4220,2424,12702,5735,3100,4836
May,77645,7123,4545,12578,5429,3660,3364
Dec,76997,5550,2981,26263,10098,2639,4044
Jan,47426,7779,2390,15668,10773,876,2199
Jan,59023,12634,7477,21922,10796,1604,3834
Oct,79267,6928,3625,17232,6995,2647,2562
Mar,44892,14177,7363,14092,1569,2113,1164
Oct,79232,2166,1441,6466,9095,3347,995
Mar,79225,8443,2115,16207,2545,3967,1964
Dec,36007,12208,7550,12714,1908,522,5145
Aug,99777,10309,6511,23117,5462,3203,2584
Sep,64858,8655,2468,5490,5083,4511,4205
Nov,65073,12001,7638,23093,4340,3848,5794
Dec,40239,9342,3722,28095,7947,4269,935
Jan,82969,4206,4650,23302,8039,1418,2840
Nov,33065,3250,1971,15226,8112,2479,4896
Feb,61291,6006,1558,13166,3425,876,2197
Oct,58805,13301,7504,15903,8155,1750,5958
Feb,38443,6558,1506,27409,11357,1696,4511
Apr,29290,11863,3690,14678,10205,2170,1546
Feb,20211,4151,1720,19885,7670,3640,2897
Jul,39072,7077,5161,11099,2872,3852,1589
Sep,63290,4297,5366,21581,5909,3410,1918
Jul,35115,11228,2297,15159,9397,1856,3521
Dec,25149,4614,6474,18810,1815,2266,3548
Jun,61992,3879,5473,14726,1065,1865,1069
Oct,37716,10788,3371,23097,3051,2864,528
Jan,33621,2620,1013,14540,1002,4476,3654
Nov,26820,8698,2117,26167,8426,4341,4006
Oct,62800,7507,7505,13102,1324,3744,1140
Sep,75043,10262,5017,17754,7134,1043,3704
May,50399,3803,6571,8844,1604,3771,4710
Nov,34002,9116,5112,5595,5891,4163,5697
May,63098,6533,4257,13330,3582,1275,5275
Jun,65511,11259,2532,22398,11838,2120,4676
Sep,73243,3925,3710,5241,4122,4812,2485
Aug,48750,3037,1204,23747,8976,1031,3154
Aug,37310,13634,2173,20002,4114,1388,5316
Aug,75398,5183,7452,22116,1346,2413,4531
Jan,95207,11594,4199,5134,11919,4556,4667
Jan,64345,12553,2591,25145,11750,892,2529
Aug,71843,11630,5453,7626,4443,2121,973
May,30222,14003,3348,15316,3254,3957,5616
Sep,51509,10676,4814,12179,9302,2863,670
Feb,20386,6264,5163,6510,1022,1848,2587
Sep,84334,6898,2277,18045,4816,3360,3744
Dec,87170,10437,7551,24180,11155,817,2971
Aug,60878,8121,4853,11907,2707,4974,1745
Sep,89669,7789,6132,9512,7715,1204,1297
Apr,58349,5371,5556,9302,7053,4271,4246
Jan,41952,3350,5996,23027,4815,1541,2997
Jan,41529,10721,1392,15960,9938,3374,5240
May,91303,7714,6932,9406,1514,4744,821
Feb,61521,5814,1471,24748,7287,3009,4434
Aug,38383,9147,602,28152,4039,4506,4395
Oct,24901,8485,7447,14591,6861,4310,1568
Nov,62889,11980,7816,14742,3856,3524,823
May,34633,11894,1607,8411,3341,2627,3832
May,82244,5625,6551,21466,9516,3249,5838
Feb,39163,13512,5645,10696,7336,743,3167
Jul,79019,10951,3746,18763,4362,508,2594
Aug,30707,10117,6354,16112,8806,4154,1144
Oct,65101,11595,4212,15475,4490,3193,4344
Jan,64706,10989,6041,23824,3507,1823,2211
Feb,97084,2531,6273,10760,9148,2796,3180
Oct,35115,12109,3917,23166,6167,2870,1340
Apr,95379,6137,6945,19365,4178,3103,802
May,59979,13608,5917,18894,8431,4033,3761
Feb,60641,2598,7802,11426,4324,892,5367
